Country,Prefix
Macedonia (Mobile A),38977422680
Macedonia (Mobile A),38977473733
Macedonia (Mobile A),38977474150
Macedonia (Mobile A),38977550376
Macedonia (Mobile A),38977870401
Macedonia (Mobile A),38977882201
Macedonia (Mobile A),38977882591
Macedonia (Mobile A),38977882968
Macedonia (Mobile A),38977962809
Macedonia (Mobile A),38977963451
Macedonia (Mobile A),38978015164
Macedonia (Mobile A),38978015337
Macedonia (Mobile A),38978015717
Macedonia (Mobile A),38978123566
Macedonia (Mobile A),38978123588
Macedonia (Mobile A),38978123610
Macedonia (Mobile A),38978175248
Macedonia (Mobile A),38978178480
Macedonia (Mobile A),38978231776
Macedonia (Mobile A),38978231944
Macedonia (Mobile A),38978232973
Macedonia (Mobile A),38978232993
Macedonia (Mobile A),38978233005
Macedonia (Mobile A),38978234065
Macedonia (Mobile A),38978574855
Macedonia (Mobile A),38978574869
Macedonia (Mobile A),38978660085
Macedonia (Mobile A),38978662736
Macedonia (Mobile A),38978663030
Macedonia (Mobile A),38978665014
Macedonia (Mobile A),38978667374
Macedonia (Mobile A),38978821478
Macedonia (Mobile A),38978824596
Macedonia (Mobile A),38978826396
Macedonia (Mobile A),38978826508
Macedonia (Mobile A),38978827362
Madagascar,261
Madagascar,2613
Madagascar,26120
Madagascar,26122
Madagascar,26130
Madagascar,26131
Madagascar,26135
Madagascar,26136
Madagascar,26137
Madagascar,26138
Madagascar,261200
Madagascar,261204
Madagascar,261206
Madagascar,261208
Madagascar,26120957
Madagascar,26120958
Madagascar,26120742199
Madagascar,26120944023
Madagascar,26120944052
Madagascar,26130729993
Madagascar,26130729998
Madagascar,26130967820
Madagascar,26130967821
Madagascar,2.61E+11
Madagascar,2.61E+11
Madagascar,2.61E+11
Madagascar,2.61E+11
Madagascar,2.61E+11
Madagascar,2.61E+11
Madagascar (Mobile A),26132
Madagascar (Mobile A),26133
Madagascar (Mobile A),26134
Madagascar (Mobile A),2613488
Madagascar (Mobile A),2613486019
Madagascar (Mobile A),26134020266
Madagascar (Mobile A),26134055095
Madagascar (Mobile A),26134738971
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile A),2.61E+11
Madagascar (Mobile B) Blueline,26139
Madagascar (Mobile B) Blueline,26139744850
Madagascar (Mobile B) Blueline,26139744854
Madagascar (Mobile B) Blueline,26139748913
Madagascar (Mobile B) Blueline,2.61E+11
Madagascar (Mobile B) Blueline,2.61E+11
Madagascar (Mobile B) Blueline,2.61E+11
Madagascar (Mobile B) Blueline,2.61E+11
Madagascar (Mobile B) Blueline,2.61E+11
Madagascar (Mobile B) Blueline,2.61E+11
Madagascar (Mobile B) Blueline,2.61E+11
Madagascar (Mobile B) Blueline,2.61E+11
Madagascar (Mobile B) Blueline,2.61E+11
Madagascar (Mobile B) Blueline,2.61E+11
Madagascar (Mobile B) Blueline,2.61E+11
Madagascar (Mobile B) Blueline,2.61E+11
Madagascar (Mobile B) Blueline,2.61E+11
Madagascar (Mobile B) Blueline,2.61E+11
Madagascar (Mobile B) Blueline,2.61E+11
Madagascar (Mobile B) Blueline,2.61E+11
Malawi,265
Malawi,2652
Malawi,2654
Malawi,2655
Malawi,2657
Malawi,26502
Malawi,26531
Malawi,26567
Malawi,265111
Malawi (Mobile A),2658
Malawi (Mobile A),2659
Malawi (Mobile A),26588
Malawi (Mobile A),26599
Malawi (Mobile A),265882551
Malawi (Mobile A),2658810646
Malawi (Mobile A),2658818816
Malawi (Mobile A),2658818817
Malawi (Mobile A),2658819310
Malawi (Mobile A),2658819385
Malawi (Mobile A),26588110793
Malawi (Mobile A),26588110794
Malawi (Mobile A),26588110796
Malawi (Mobile A),26588110797
Malawi (Mobile A),26588110798
Malawi (Mobile A),26588193860
Malawi (Mobile A),26588193862
Malawi (Mobile A),26588193863
Malawi (Mobile A),26588195006
Malawi (Mobile A),26588195009
Malawi (Mobile A),26588870440
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+11
Malawi (Mobile A),2.66E+12
Malawi (Mobile A),2.66E+12
Malawi (Mobile A),2.66E+12
Malawi (Mobile A),2.66E+12
Malawi (Mobile A),2.66E+12
Maldives,960
Maldives,9606
Maldives,9608
Maldives,96033
Maldives,96040
Maldives,960300
Maldives,960301
Maldives,960302
Maldives,960303
Maldives,960330
Maldives,960331
Maldives,960332
Maldives,960333
Maldives,960334
Maldives,960335
Maldives,960339
Maldives,960400
Maldives,960450
Maldives,960592
Maldives,960650
Maldives,960652
Maldives,960654
Maldives,960656
Maldives,960658
Maldives,960660
Maldives,960662
Maldives,960664
Maldives,960665
Maldives,960666
Maldives,960668
Maldives,960670
Maldives,960672
Maldives,960674
Maldives,960676
Maldives,960678
Maldives,960680
Maldives,960682
Maldives,960684
Maldives,960686
Maldives,960688
Maldives,960689
Maldives,9600900
Maldives,9605901
Maldives (Mobile A),9607
Maldives (Mobile A),96071
Maldives (Mobile A),96072
Maldives (Mobile A),96073
Maldives (Mobile A),96074
Maldives (Mobile A),96075
Maldives (Mobile A),96076
Maldives (Mobile A),96077
Maldives (Mobile A),96078
Maldives (Mobile A),96079
Maldives (Mobile A),96074523
Maldives (Mobile A),96075743
Maldives (Mobile A),96075764
Maldives (Mobile A),96077572
Maldives (Mobile A),96077598
Maldives (Mobile A),96079203
Maldives (Mobile A),96079832
Maldives (Mobile A),960710541
Maldives (Mobile A),960758532
Maldives (Mobile A),960763529
Maldives (Mobile A),9607105420
Maldives (Mobile A),9607436447
Maldives (Mobile A),9607468332
Maldives (Mobile A),9607473257
Maldives (Mobile A),9607476290
Maldives (Mobile A),9607553027
Maldives (Mobile A),9607553059
Maldives (Mobile A),9607562330
Maldives (Mobile A),9607573291
Maldives (Mobile A),9607716073
Maldives (Mobile A),9607716074
Maldives (Mobile A),9607716122
Maldives (Mobile A),9607797001
Maldives (Mobile A),9607819949
Maldives (Mobile A),9607961095
Maldives (Mobile A),9607972560
Maldives (Mobile A),9607983000
Maldives (Mobile B) Wantinaya,9609
Maldives (Mobile B) Wantinaya,96090
Maldives (Mobile B) Wantinaya,96091
Maldives (Mobile B) Wantinaya,96092
Maldives (Mobile B) Wantinaya,96093
Maldives (Mobile B) Wantinaya,96094
Maldives (Mobile B) Wantinaya,96095
Maldives (Mobile B) Wantinaya,96096
Maldives (Mobile B) Wantinaya,96097
Maldives (Mobile B) Wantinaya,96098
Maldives (Mobile B) Wantinaya,96099
Maldives (Mobile B) Wantinaya,960900
Maldives (Mobile B) Wantinaya,960901
Maldives (Mobile B) Wantinaya,960902
Maldives (Mobile B) Wantinaya,960903
Maldives (Mobile B) Wantinaya,960904
Maldives (Mobile B) Wantinaya,960905
Maldives (Mobile B) Wantinaya,960906
Maldives (Mobile B) Wantinaya,960907
Maldives (Mobile B) Wantinaya,960908
Maldives (Mobile B) Wantinaya,960909
Maldives (Mobile B) Wantinaya,9609007
Maldives (Mobile B) Wantinaya,96097014
Maldives (Mobile B) Wantinaya,96097061
Maldives (Mobile B) Wantinaya,96097138
Maldives (Mobile B) Wantinaya,96099180
Maldives (Mobile B) Wantinaya,9609744485
Mali,2235
Mali,22350
Mali,22389
Mali (Mobile A) Ikatel,2237
Mali (Mobile A) Ikatel,22382
Mali (Mobile A) Ikatel,22383
Mali (Mobile A) Ikatel,22390
Mali (Mobile A) Ikatel,22391
Mali (Mobile A) Ikatel,22392
Mali (Mobile A) Ikatel,22393
Mali (Mobile A) Ikatel,22394
Mali (Mobile B),2236
Mali (Mobile B),22395
Mali (Mobile B),22396
Mali (Mobile B),22397
Mali (Mobile B),22398
Mali (Mobile B),22399
Marshall Island,692
Mauritania,222
Mauritania,2222
Mauritania,2223
Mauritania,2224
Mauritania,2225
Mauritania,2226
Mauritania,2227
Mauritania,22255
Mauritania,22261
Mauritania,22262
Mauritania,22263
Mauritania,22266
Mauritania,22271
Mauritania,22272
Mauritania,22273
Mauritania (Chinguitel),22225
Mauritania (Mattel),22235
Mauritania (Mauritel),22245
Mauritania (Mobile B) Mattel,22230
Mauritania (Mobile B) Mattel,22231
Mauritania (Mobile B) Mattel,22232
Mauritania (Mobile B) Mattel,22233
Mauritania (Mobile B) Mattel,22234
Mauritania (Mobile B) Mattel,22236
Mauritania (Mobile B) Mattel,22237
Mauritania (Mobile B) Mattel,22238
Mauritania (Mobile B) Mattel,22239
Mauritania (Mobile C) Mauritel,22240
Mauritania (Mobile C) Mauritel,22241
Mauritania (Mobile C) Mauritel,22242
Mauritania (Mobile C) Mauritel,22243
Mauritania (Mobile C) Mauritel,22244
Mauritania (Mobile C) Mauritel,22246
Mauritania (Mobile C) Mauritel,22247
Mauritania (Mobile C) Mauritel,22248
Mauritania (Mobile C) Mauritel,22249
Mauritania (Mobile C) Mauritel,2224685
Mauritania (Mobile C) Mauritel,22247468
Mauritania (Mobile D) Chinguitel,22220
Mauritania (Mobile D) Chinguitel,22221
Mauritania (Mobile D) Chinguitel,22222
Mauritania (Mobile D) Chinguitel,22223
Mauritania (Mobile D) Chinguitel,22224
Mauritania (Mobile D) Chinguitel,22226
Mauritania (Mobile D) Chinguitel,22227
Mauritania (Mobile D) Chinguitel,22228
Mauritania (Mobile D) Chinguitel,22229
Micronesia,691
Micronesia (Mobile A),6919
Moldova,37321
Moldova,3735
Moldova,373
Moldova,3738
Moldova,3739
Moldova,37330
Moldova,37338
Moldova,37353
Moldova,37355
Moldova,37356
Moldova,37390
Moldova,373900
Moldova,37322818
Moldova,37330004
Moldova,37330310
Moldova,37330555
Moldova,37390002
Moldova,37390003
Moldova,37390004
Moldova,37390015
Moldova,37390016
Moldova,37390035
Moldova,37390036
Moldova,37390037
Moldova,37390038
Moldova,37390039
Moldova,37390040
Moldova,37390041
Moldova,37390042
Moldova,37390043
Moldova,37390044
Moldova,37390045
Moldova,37390067
Moldova,37390068
Moldova,37390069
Moldova,37390070
Moldova,37390071
Moldova,37390072
Moldova,37390073
Moldova,37390074
Moldova,37390075
Moldova,37390078
Moldova,37390500
Moldova,37390511
Moldova,37390512
Moldova,37390516
Moldova,373900357
Moldova,373900356
Moldova,37390616
Moldova,373900358
Moldova,373900359
Moldova,373900450
Moldova,373900451
Moldova,373900452
Moldova,373900453
Moldova,373900454
Moldova,373900455
Moldova,373900667
Moldova,373900668
Moldova,373900669
Moldova,373900760
Moldova,373900761
Moldova,373900762
Moldova,373900763
Moldova,373900764
Moldova,373900765
Moldova,373900766
Moldova,373905010
Moldova,3732294725
Moldova,3732294727
Moldova,3732294733
Moldova,3732294746
Moldova,3732294754
Moldova,3732294764
Moldova,3732358311
Moldova,3732358312
Moldova,3732358315
Moldova,3732358339
Moldova,3732358370
Moldova,3732358812
Moldova,3732450531
Moldova,3732450560
Moldova,3732450565
Moldova,3732450567
Moldova,3732450569
Moldova,3732466725
Moldova,3732537000
Moldova,3732537001
Moldova,3732537004
Moldova,3732537017
Moldova,3732537076
Moldova,3732537084
Moldova,3732537085
Moldova,3732537103
Moldova,3732537145
Moldova,3732537146
Moldova,3732537148
Moldova,3732537149
Moldova,3732537179
Moldova,3732537183
Moldova,3732657533
Moldova,3732732214
Moldova,3732732245
Moldova,3732992102
Moldova,3733000304
Moldova,3733068485
Moldova,3733068953
Moldova,3739005133
Moldova,37322208068
Moldova,37322208191
Moldova,37322208196
Moldova,37322947150
Moldova,37322947151
Moldova,37322947153
Moldova,37322947246
Moldova,37322947262
Moldova,37322947265
Moldova,37322947269
Moldova,37322947550
Moldova,37322947553
Moldova,37322947558
Moldova,37322947577
Moldova,37322947664
Moldova,37322947694
Moldova,37322947709
Moldova,37323582491
Moldova,37323582492
Moldova,37323582493
Moldova,37323583004
Moldova,37323583028
Moldova,37323583086
Moldova,37323583091
Moldova,37323583092
Moldova,37323583131
Moldova,37323583138
Moldova,37323583140
Moldova,37323583141
Moldova,37323583148
Moldova,37323583163
Moldova,37323583460
Moldova,37323583461
Moldova,37323583462
Moldova,37323583464
Moldova,37323588740
Moldova,37324505067
Moldova,37324505076
Moldova,37324505077
Moldova,37324505098
Moldova,37324505140
Moldova,37324505592
Moldova,37324505593
Moldova,37324505661
Moldova,37324505667
Moldova,37325370083
Moldova,37325370087
Moldova,37325370088
Moldova,37325370180
Moldova,37325370240
Moldova,37325370450
Moldova,37325370826
Moldova,37325371257
Moldova,37325371635
Moldova,37325371637
Moldova,37325371842
Moldova,37325821484
Moldova,37327322111
Moldova,37327322112
Moldova,37327322841
Moldova,37329921013
Moldova,37329921370
Moldova,37329921449
Moldova,37329921498
Moldova,37329921519
Moldova,37329921622
Moldova,37330019686
Moldova,37349964827
Moldova (Mobile A),3736
Moldova (Mobile A),3737
Moldova (Mobile A),37360
Moldova (Mobile A),37361
Moldova (Mobile A),37363
Moldova (Mobile A),37364
Moldova (Mobile A),37366
Moldova (Mobile A),37367
Moldova (Mobile A),37368
Moldova (Mobile A),37369
Moldova (Mobile A),37370
Moldova (Mobile A),37371
Moldova (Mobile A),37372
Moldova (Mobile A),37373
Moldova (Mobile A),37374
Moldova (Mobile A),37375
Moldova (Mobile A),37376
Moldova (Mobile A),37377
Moldova (Mobile A),37378
Moldova (Mobile A),37379
Moldova (Mobile A),373610
Moldova (Mobile A),373611
Moldova (Mobile A),373612
Moldova (Mobile A),373613
Moldova (Mobile A),373614
Moldova (Mobile A),373615
Moldova (Mobile A),373616
Moldova (Mobile A),373617
Moldova (Mobile A),373618
Moldova (Mobile A),373619
Moldova (Mobile A),373620
Moldova (Mobile A),373621
Moldova (Mobile A),373622
Moldova (Mobile A),373623
Moldova (Mobile A),373624
Moldova (Mobile A),373625
Moldova (Mobile A),373626
Moldova (Mobile A),373627
Moldova (Mobile A),373628
Moldova (Mobile A),373629
Moldova (Mobile A),373650
Moldova (Mobile A),373651
Moldova (Mobile A),373652
Moldova (Mobile A),373653
Moldova (Mobile A),373654
Moldova (Mobile A),373655
Moldova (Mobile A),373656
Moldova (Mobile A),373657
Moldova (Mobile A),373658
Moldova (Mobile A),373659
Moldova (Mobile A),373670
Moldova (Mobile A),373671
Moldova (Mobile A),373672
Moldova (Mobile A),373673
Moldova (Mobile A),373674
Moldova (Mobile A),373675
Moldova (Mobile A),373676
Moldova (Mobile A),373677
Moldova (Mobile A),373678
Moldova (Mobile A),373679
Moldova (Mobile A),3736770
Moldova (Mobile A),3736771
Moldova (Mobile A),3736772
Moldova (Mobile A),3736773
Moldova (Mobile A),3736774
Moldova (Mobile A),3736775
Moldova (Mobile A),3736777
Moldova (Mobile A),3736788
Monaco (Mobile A),3776
Monaco (Mobile A),37760
Monaco (Mobile A),37761
Monaco (Mobile A),37762
Monaco (Mobile A),37763
Monaco (Mobile A),37764
Monaco (Mobile A),37766
Monaco (Mobile A),37767
Monaco (Mobile A),37768
Monaco (Mobile A),37769
Monaco (Mobile A),377650
Monaco (Mobile A),377651
Monaco (Mobile A),377652
Monaco (Mobile A),377653
Monaco (Mobile A),377655
Monaco (Mobile A),377656
Monaco (Mobile A),377657
Monaco (Mobile A),377658
Monaco (Mobile A),377659
Monaco (Mobile B) Kosovo,37744
Monaco (Mobile B) Kosovo,37745
Monaco (Mobile B) Kosovo,377461
Monaco (Mobile B) Kosovo,377440021
Monaco (Mobile B) Kosovo,377440022
Monaco (Mobile B) Kosovo,377440023
Monaco (Mobile B) Kosovo,377440024
Monaco (Mobile B) Kosovo,377440025
Monaco (Mobile B) Kosovo,377440026
Monaco (Mobile B) Kosovo,377440027
Monaco (Mobile B) Kosovo,377440028
Monaco (Mobile B) Kosovo,377440029
Monaco (Mobile B) Kosovo,377440030
Monaco (Mobile B) Kosovo,377440035
Monaco (Mobile B) Kosovo,377440036
Monaco (Mobile B) Kosovo,377440037
Monaco (Mobile B) Kosovo,377440038
Monaco (Mobile B) Kosovo,377440039
Monaco (Mobile B) Kosovo,377440040
Monaco (Mobile B) Kosovo,377440041
Monaco (Mobile B) Kosovo,377440042
Monaco (Mobile B) Kosovo,377440043
Monaco (Mobile B) Kosovo,377440044
Monaco (Mobile B) Kosovo,377440045
Monaco (Mobile B) Kosovo,377440046
Montenegro (Mobile A),38260
Montenegro (Mobile A),38263
Montenegro (Mobile A),38266
Montenegro (Mobile A),38267
Montenegro (Mobile A),38268
Montenegro (Mobile A),38269
Montserrat,1664
Montserrat,1664412
Montserrat,1664555
Montserrat (Mobile A),1664349
Montserrat (Mobile A),1664391
Montserrat (Mobile A),1664392
Montserrat (Mobile A),1664393
Montserrat (Mobile A),1664394
Montserrat (Mobile A),1664395
Montserrat (Mobile A),1664396
Montserrat (Mobile A),1664492
Montserrat (Mobile A),1664493
Montserrat (Mobile A),1664495
Montserrat (Mobile A),1664496
Montserrat (Premium Service),1664857
Morocco,21260
Morocco,212609
Morocco,212684
Morocco (Mobile A) Meditel,212612
Morocco (Mobile A) Meditel,212614
Morocco (Mobile A) Meditel,212617
Morocco (Mobile A) Meditel,212619
Morocco (Mobile A) Meditel,212620
Morocco (Mobile A) Meditel,212621
Morocco (Mobile A) Meditel,212625
Morocco (Mobile A) Meditel,212631
Morocco (Mobile A) Meditel,212632
Morocco (Mobile A) Meditel,212644
Morocco (Mobile A) Meditel,212645
Morocco (Mobile A) Meditel,212649
Morocco (Mobile A) Meditel,212656
Morocco (Mobile A) Meditel,212657
Morocco (Mobile A) Meditel,212660
Morocco (Mobile A) Meditel,212663
Morocco (Mobile A) Meditel,212664
Morocco (Mobile A) Meditel,212665
Morocco (Mobile A) Meditel,212669
Morocco (Mobile A) Meditel,212674
Morocco (Mobile A) Meditel,212675
Morocco (Mobile A) Meditel,212679
Morocco (Mobile A) Meditel,212688
Morocco (Mobile A) Meditel,212691
Morocco (Mobile A) Meditel,212693
Morocco (Mobile A) Meditel,212694
Morocco (Mobile A) Meditel,2.13E+11
Morocco (Mobile A) Meditel,2.13E+11
Morocco (Mobile A) Meditel,2.13E+11
Morocco (Mobile A) Meditel,2.13E+11
Morocco (Mobile A) Meditel,2.13E+11
Morocco (Mobile B),212610
Morocco (Mobile B),212611
Morocco (Mobile B),212613
Morocco (Mobile B),212615
Morocco (Mobile B),212616
Morocco (Mobile B),212618
Morocco (Mobile B),212622
Morocco (Mobile B),212623
Morocco (Mobile B),212624
Morocco (Mobile B),212628
Morocco (Mobile B),212636
Morocco (Mobile B),212637
Morocco (Mobile B),212639
Morocco (Mobile B),212641
Morocco (Mobile B),212642
Morocco (Mobile B),212643
Morocco (Mobile B),212648
Morocco (Mobile B),212650
Morocco (Mobile B),212651
Morocco (Mobile B),212652
Morocco (Mobile B),212653
Morocco (Mobile B),212654
Morocco (Mobile B),212655
Morocco (Mobile B),212658
Morocco (Mobile B),212659
Morocco (Mobile B),212661
Morocco (Mobile B),212662
Morocco (Mobile B),212666
Morocco (Mobile B),212667
Morocco (Mobile B),212668
Morocco (Mobile B),212670
Morocco (Mobile B),212671
Morocco (Mobile B),212672
Morocco (Mobile B),212673
Morocco (Mobile B),212676
Morocco (Mobile B),212677
Morocco (Mobile B),212678
Morocco (Mobile B),212682
Morocco (Mobile B),212689
Morocco (Mobile B),212696
Morocco (Mobile B),212697
Morocco (Mobile B),212700
Morocco (Mobile B),212706
Morocco (Mobile B),212707
Morocco (Mobile B),212770
Morocco (Mobile B),212777
Morocco (Mobile B),21261194859
Morocco (Mobile B),21262426032
Morocco (Mobile B),21267002143
Morocco (Mobile B),21267786151
Morocco (Mobile B),2.13E+11
Morocco (Mobile B),2.13E+11
Morocco (Mobile B),2.13E+11
Morocco (Mobile B),2.13E+11
Morocco (Mobile B),2.13E+11
Morocco (Mobile B),2.13E+11
Morocco (Mobile B),2.13E+11
Morocco (Mobile B),2.13E+11
Morocco (Mobile B),2.13E+11
Morocco (Mobile B),2.13E+11
Morocco (Mobile B),2.13E+11
Morocco (Mobile B),2.13E+11
Morocco (Mobile B),2.13E+11
Morocco (Mobile B),2.13E+11
Morocco (Mobile C) Wana,212526
Morocco (Mobile C) Wana,212527
Morocco (Mobile C) Wana,212533
Morocco (Mobile C) Wana,212534
Morocco (Mobile C) Wana,212540
Morocco (Mobile C) Wana,212546
Morocco (Mobile C) Wana,212547
Morocco (Mobile C) Wana,212550
Morocco (Mobile C) Wana,212553
Morocco (Mobile C) Wana,212600
Morocco (Mobile C) Wana,212601
Morocco (Mobile C) Wana,212602
Morocco (Mobile C) Wana,212603
Morocco (Mobile C) Wana,212604
Morocco (Mobile C) Wana,212605
Morocco (Mobile C) Wana,212606
Morocco (Mobile C) Wana,212607
Morocco (Mobile C) Wana,212608
Morocco (Mobile C) Wana,212626
Morocco (Mobile C) Wana,212627
Morocco (Mobile C) Wana,212629
Morocco (Mobile C) Wana,212630
Morocco (Mobile C) Wana,212633
Morocco (Mobile C) Wana,212634
Morocco (Mobile C) Wana,212635
Morocco (Mobile C) Wana,212638
Morocco (Mobile C) Wana,212640
Morocco (Mobile C) Wana,212646
Morocco (Mobile C) Wana,212647
Morocco (Mobile C) Wana,212680
Morocco (Mobile C) Wana,212681
Morocco (Mobile C) Wana,212687
Morocco (Mobile C) Wana,212690
Morocco (Mobile C) Wana,212695
Morocco (Mobile C) Wana,212698
Morocco (Mobile C) Wana,212699
Mozambique (Mobile B) Vodacom,25884
Nauru,674
Nauru,67456
Nauru,674666
Nauru,674888
Nauru (Mobile A) Digicel,67455
Nauru (Mobile A) Digicel,674555
Nauru (Mobile A) Digicel,674556
Nauru (Mobile A) Digicel,674557
Nauru (Mobile A) Digicel,674558
Nauru (Mobile A) Digicel,674559
New Caledonia,687
New Caledonia,6871
New Caledonia,6875
New Caledonia,6877
New Caledonia,6878
New Caledonia,6879
New Caledonia,68736
New Caledonia,68750
New Caledonia,68751
New Caledonia,68752
New Caledonia,68753
New Caledonia,68754
New Caledonia,68766
New Caledonia,68770
New Caledonia,68771
New Caledonia,68772
New Caledonia,68773
New Caledonia,68774
New Caledonia,68775
New Caledonia,68776
New Caledonia,68777
New Caledonia,68778
New Caledonia,68779
New Caledonia,68780
New Caledonia,68781
New Caledonia,68782
New Caledonia,68783
New Caledonia,68784
New Caledonia,68785
New Caledonia,68786
New Caledonia,68787
New Caledonia,68788
New Caledonia,68789
Nicaragua (Mobile A),5058001280
Nicaragua (Mobile A),5058022654
Nicaragua (Mobile A),5058048250
Nicaragua (Mobile A),5058304630
Nicaragua (Mobile A),5058304631
Nicaragua (Mobile A),5058304632
Nicaragua (Mobile A),50580479172
Nicaragua (Mobile A),50580479477
Nicaragua (Mobile A),50580479622
Nicaragua (Mobile A),50580479780
Nicaragua (Mobile A),50580479989
Nicaragua (Mobile B) Movistar,50576
Nicaragua (Mobile B) Movistar,50577
Nicaragua (Mobile B) Movistar,50578
Nicaragua (Mobile B) Movistar,50581
Nicaragua (Mobile B) Movistar,505750
Nicaragua (Mobile B) Movistar,505751
Nicaragua (Mobile B) Movistar,505752
Nicaragua (Mobile B) Movistar,505753
Nicaragua (Mobile B) Movistar,505754
Nicaragua (Mobile B) Movistar,505755
Nicaragua (Mobile B) Movistar,505824
Nicaragua (Mobile B) Movistar,505825
Nicaragua (Mobile B) Movistar,505826
Nicaragua (Mobile B) Movistar,505827
Nicaragua (Mobile B) Movistar,505828
Nicaragua (Mobile B) Movistar,505829
Nicaragua (Mobile B) Movistar,505832
Nicaragua (Mobile B) Movistar,505837
Nicaragua (Mobile B) Movistar,505838
Nicaragua (Mobile B) Movistar,505839
Nicaragua (Mobile B) Movistar,505845
Nicaragua (Mobile B) Movistar,505846
Nicaragua (Mobile B) Movistar,505847
Nicaragua (Mobile B) Movistar,505848
Nicaragua (Mobile B) Movistar,505855
Nicaragua (Mobile B) Movistar,505856
Nicaragua (Mobile B) Movistar,505857
Nicaragua (Mobile B) Movistar,505858
Nicaragua (Mobile B) Movistar,505859
Nicaragua (Mobile B) Movistar,505867
Nicaragua (Mobile B) Movistar,505868
Nicaragua (Mobile B) Movistar,505875
Nicaragua (Mobile B) Movistar,505876
Nicaragua (Mobile B) Movistar,505877
Nicaragua (Mobile B) Movistar,505878
Nicaragua (Mobile B) Movistar,505879
Nicaragua (Mobile B) Movistar,505881
Nicaragua (Mobile B) Movistar,505886
Nicaragua (Mobile B) Movistar,505887
Nicaragua (Mobile B) Movistar,505888
Nicaragua (Mobile B) Movistar,505895
Nicaragua (Mobile B) Movistar,505896
Nicaragua (Mobile B) Movistar,505897
Nicaragua (Mobile B) Movistar,505898
Nicaragua (Mobile B) Movistar,505899
Nicaragua (Mobile B) Movistar,5058802
Nicaragua (Mobile B) Movistar,5058803
Nicaragua (Mobile B) Movistar,5058804
Nicaragua (Mobile B) Movistar,5058805
Nicaragua (Mobile B) Movistar,5058806
Nicaragua (Mobile B) Movistar,5058807
Nicaragua (Mobile B) Movistar,5058808
Nicaragua (Mobile B) Movistar,5058809
Nicaragua (Mobile B) Movistar,5058871
Nicaragua (Mobile B) Movistar,5058872
Nicaragua (Mobile B) Movistar,5058873
Nicaragua (Mobile B) Movistar,5058874
Nicaragua (Mobile B) Movistar,5058875
Nicaragua (Mobile B) Movistar,5058876
Nicaragua (Mobile B) Movistar,5058877
Nicaragua (Mobile B) Movistar,5058878
Nicaragua (Mobile B) Movistar,5058879
Nicaragua (Mobile B) Movistar,5058893
Nicaragua (Mobile B) Movistar,5058894
Nicaragua (Mobile B) Movistar,5058895
Nicaragua (Mobile B) Movistar,5058896
Nicaragua (Mobile B) Movistar,5058897
Nicaragua (Mobile B) Movistar,5058898
Nicaragua (Mobile B) Movistar,5058899
Nicaragua (Mobile C) Globalstar,50588903
Nicaragua (Mobile C) Globalstar,50588904
Nicaragua (Mobile C) Globalstar,50588905
Nicaragua (Mobile C) Globalstar,50588906
